Product (WPN);Datasheet;OPN;Price;Description;Channel Polarity;Configuration;V(BR)DSS Min (V);RDS(on) @ VGS = 10 V (mΩ)†;ID Max (A);Qg @ VGS = 10 V (nC)†;VGS Max (V);Technology;Package Type;Ciss Typ (pF);VGS(th) Max (V);PD Max (W);RDS(on) Max @ VGS = 2.5 V  (mΩ);RDS(on) Max @ VGS = 4.5 V  (mΩ);Qg Typ @ VGS = 4.5 V (nC);Coss Typ (pF);Crss Typ (pF);Qgd Typ @ VGS = 4.5 V (nC);Qrr Typ (nC);Qualification;Tj Max (°C);AEC Qualified;PPAP Capable;Halide Free;Lead Free;Status
FQD8P10TM_F085;https://www.onsemi.com/download/data-sheet/pdf/FQD8P10TM_F085-D.PDF;FQD8P10TM-F085;0.71;'-100V, -6.6A, 530mΩ, DPAK P-Channel QFET®;P-Channel;Single;-100;530;-6.6;12;30;Silicon;DPAK-3 / TO-252-3;360;-4;44;;;;120;30;6.4;350;Automotive;;TRUE;TRUE;FALSE;TRUE;Active
FDP2532;https://www.onsemi.com/download/data-sheet/pdf/FDP2532-D.PDF;FDP2532;1.82;N-Channel PowerTrench<sup>®</sup> MOSFET 150V, 79A, 16mΩ;N-Channel;Single;150;16;79;82;20;Silicon;TO-220-3;5870;4;310;;;;615;135;19;327;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDP075N15A;https://www.onsemi.com/download/data-sheet/pdf/FDP075N15A-D.PDF;FDP075N15A-F102;3.01;N-Channel PowerTrench<sup>®</sup> MOSFET 150V, 130A, 7.5mΩ;N-Channel;Single;150;7.5;130;77;20;Silicon;TO-220-3;5525;4;333;;;;516;21;16;264;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NVBG095N065SC1;https://www.onsemi.com/download/data-sheet/pdf/NVBG095N065SC1-D.PDF;NVBG095N065SC1;11.67;Silicon Carbide (SiC) MOSFET - EliteSiC, 70 mohm, 650 V, M2, D2PAK−7L;N-Channel;Single;650;70;30;50;;Silicon Carbide;D2PAK7 (TO-263-7L HV);;;;;;;89;;;;Automotive;175;TRUE;TRUE;TRUE;TRUE;Active
NVHL095N65S3F;https://www.onsemi.com/download/data-sheet/pdf/NVHL095N65S3F-D.PDF;NVHL095N65S3F;3.27;SUPERFET III MOSFET, 36A, 95mΩ, 650V in TO-247;N-Channel;Single;650;95;36;66;30;Silicon;TO-247-3LD;3020;5;272;;;;61;7;;349;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
FDB029N06;https://www.onsemi.com/download/data-sheet/pdf/FDB029N06-D.pdf;FDB029N06;3.82;N-Channel PowerTrench<sup>®</sup> MOSFET 60V, 193A, 3.1mΩ;N-Channel;Single;60;3.1;193;116;20;Silicon;D2PAK-3 / TO-263-2;7380;4.5;231;;;;1095;415;35;50;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDMS7650;https://www.onsemi.com/download/data-sheet/pdf/FDMS7650-D.pdf;FDMS7650;1.25;N-Channel PowerTrench<sup>®</sup> MOSFET 30V, 267A, 0.99mΩ;N-Channel;Single;30;0.99;267;63;20;Silicon;PQFN-8;11250;3;104;;1.55;43;;;;;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDB2532;https://www.onsemi.com/download/data-sheet/pdf/FDP2532-D.PDF;FDB2532;2.11;N-Channel PowerTrench<sup>®</sup> MOSFET 150V, 79A, 16mΩ;N-Channel;Single;150;16;79;82;20;Silicon;D2PAK-3 / TO-263-2;5870;4;310;;;;615;135;19;327;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDS2672;https://www.onsemi.com/download/data-sheet/pdf/FDS2672-D.pdf;FDS2672;0.84;N-Channel UltraFET Trench<sup>®</sup> MOSFET 200V, 3.9A, 70mΩ;N-Channel;Single;200;70;3.9;33;20;Silicon;SOIC-8;1905;4;2.5;;;;100;30;7;179;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NVBG075N065SC1;https://www.onsemi.com/download/data-sheet/pdf/NVBG075N065SC1-D.PDF;NVBG075N065SC1;13.49;Silicon Carbide (SiC) MOSFET - EliteSiC, 56 mohm, 650 V, M2, D2PAK−7L;N-Channel;Single;650;56;37;59;;Silicon Carbide;D2PAK7 (TO-263-7L HV);;;;;;;109;;;;Automotive;175;TRUE;TRUE;TRUE;TRUE;Active
NVBG040N120M3S;https://www.onsemi.com/download/data-sheet/pdf/NVBG040N120M3S-D.PDF;NVBG040N120M3S;20.56;"Silicon Carbide (SiC) MOSFET- EliteSiC, 40 mohm, 1200 V, M3S, D2PAK-7L";N-Channel;Single;1200;40;57;75;;Silicon Carbide;D2PAK7 (TO-263-7L HV);;;;;;;80;;;;Automotive;175;TRUE;TRUE;TRUE;TRUE;Active
HUFA75645S3S;https://www.onsemi.com/download/data-sheet/pdf/HUFA75645S3S-D.pdf;HUFA75645S3S;2.35;N-Channel UltraFET Power MOSFET 100V, 75A, 14mΩ;N-Channel;Single;100;14;75;106;20;Silicon;D2PAK-3 / TO-263-2;3790;4;310;;;;810;230;41;360;Standard;;FALSE;FALSE;FALSE;TRUE;Active
FDB031N08;https://www.onsemi.com/download/data-sheet/pdf/FDB031N08-D.pdf;FDB031N08;3.22;N-Channel PowerTrench<sup>®</sup> MOSFET 75V, 235A, 3.1mΩ;N-Channel;Single;75;3.1;235;169;20;Silicon;D2PAK-3 / TO-263-2;11400;4.5;375;;;;1360;595;47;77;Standard;;FALSE;FALSE;TRUE;TRUE;Active
STMFSC3D1N08M7;https://www.onsemi.com/download/data-sheet/pdf/STMFSC3D1N08M7-D.PDF;STMFSC3D1N08M7;'-;MOSFET - PowerTrench®, N-Channel, Dual Cool®, Shielded Gate, 80 V, 110 A, 3.1 mΩ;N-Channel;Single;80;3.1;110;72;20;Silicon;DFN-8;5265;4.5;125;;;;929;21;;42;Standard;;FALSE;FALSE;TRUE;TRUE;Active
RFP50N06;https://www.onsemi.com/download/data-sheet/pdf/RFP50N06-D.PDF;RFP50N06;1.00;N-Channel Power MOSFET 60V, 50A, 22mΩ;N-Channel;Single;60;22;50;67;20;Silicon;TO-220-3;2020;4;131;;;;600;200;;;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NVHL020N090SC1;https://www.onsemi.com/download/data-sheet/pdf/NVHL020N090SC1-D.PDF;NVHL020N090SC1;38.86;Silicon Carbide (SiC) MOSFET, N‐Channel- EliteSiC, 20 mohm, 900 V, M2, TO247−3L;N-Channel;Single;900;20;118;196;19;Silicon Carbide;TO-247-3LD;4415;4.3;503;;;;296;24;55;199;Automotive;175;TRUE;TRUE;TRUE;TRUE;Active
FDD3670;https://www.onsemi.com/download/data-sheet/pdf/FDD3670-D.PDF;FDD3670;1.17;100V N-Channel PowerTrench® MOSFET 34A, 32mΩ;N-Channel;Single;100;32;34;57;20;Silicon;DPAK-3 / TO-252-3;2490;4;83;;;;265;80;15;;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NVBG070N120M3S;https://www.onsemi.com/download/data-sheet/pdf/NVBG070N120M3S-D.PDF;NVBG070N120M3S;14.78;Silicon Carbide (SiC) MOSFET- EliteSiC, 70 mohm, 1200 V, M3S, D2PAK-7L;N-Channel;Single;1200;65;36;57;;Silicon Carbide;D2PAK7 (TO-263-7L HV);;;;;;;57;;;;Automotive;175;TRUE;TRUE;TRUE;TRUE;Active
NVBG020N090SC1;https://www.onsemi.com/download/data-sheet/pdf/NVBG020N090SC1-D.PDF;NVBG020N090SC1;43.61;Silicon Carbide (SiC) MOSFET, N‐Channel - EliteSiC, 20 mohm, 900V, M2, D2PAK−7L;N-Channel;Single;900;20;112;200;19;Silicon Carbide;D2PAK7 (TO-263-7L HV);4415;4.3;477;;;;295;25;56;186;Automotive;175;TRUE;TRUE;TRUE;TRUE;Active
FDH038AN08A1;https://www.onsemi.com/download/data-sheet/pdf/FDH038AN08A1-D.PDF;FDH038AN08A1;5.89;N-Channel PowerTrench<sup>®</sup> MOSFET, 75V, 80A, 3.8mΩ;N-Channel;Single;75;3.8;80;125;20;Silicon;TO-247-3;8665;4;450;;;;1320;340;30;65;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NVBG060N065SC1;https://www.onsemi.com/download/data-sheet/pdf/NVBG060N065SC1-D.PDF;NVBG060N065SC1;15.93;Silicon Carbide (SiC) MOSFET - EliteSiC, 44 mohm, 650 V, M2, D2PAK−7L;N-Channel;Single;650;44;46;72;;Silicon Carbide;D2PAK7 (TO-263-7L HV);;;;;;;129;;;;Automotive;175;TRUE;TRUE;TRUE;TRUE;Active
FQB55N10;https://www.onsemi.com/download/data-sheet/pdf/FQB55N10-D.pdf;FQB55N10TM;1.04;Power MOSFET, N-Channel, QFET<sup>®</sup>, 100 V, 55 A, 26 mΩ, D2PAK;N-Channel;Single;100;26;55;75;25;Silicon;D2PAK-3 / TO-263-2;2100;4;155;;;;640;130;36;380;Standard;;FALSE;FALSE;FALSE;TRUE;Active
NVH4L070N120M3S;https://www.onsemi.com/download/data-sheet/pdf/NVH4L070N120M3S-D.PDF;NVH4L070N120M3S;15.44;Silicon Carbide (SiC) MOSFET- EliteSiC, 70 mohm, 1200 V, M3S, TO247-4L;N-Channel;Single;1200;65;34;57;;Silicon Carbide;TO-247-4;;;;;;;57;;;;Automotive;175;TRUE;TRUE;TRUE;TRUE;Active
NVB099N65S3;https://www.onsemi.com/download/data-sheet/pdf/NVB099N65S3-D.PDF;NVB099N65S3;2.03;Single N-Channel Power MOSFET SUPERFET<sup>®</sup> III, Easy Drive, 650 V , 30 A, 99 mΩ, D2PAK;N-Channel;Single;650;99;30;61;30;Silicon;D2PAK-3 / TO-263-2;2480;4.5;227;;;;55;;;8.4;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
FDH055N15A;https://www.onsemi.com/download/data-sheet/pdf/FDH055N15A-D.PDF;FDH055N15A;3.46;N-Channel PowerTrench<sup>®</sup> MOSFET 150V, 167A, 5.9mΩ;N-Channel;Single;150;5.9;167;92;20;Silicon;TO-247-3;7100;4;429;;;;664;23;16;348;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NVBG030N120M3S;https://www.onsemi.com/download/data-sheet/pdf/NVBG030N120M3S-D.PDF;NVBG030N120M3S;26.67;Silicon Carbide (SiC) MOSFET - EliteSiC, 30 mohm, 1200 V, M3S, D2PAK-7L;N-Channel;Single;1200;29;77;107;;Silicon Carbide;D2PAK7 (TO-263-7L HV);;;;;;;106;;;;Automotive;175;TRUE;TRUE;TRUE;TRUE;Active
NVH4L030N120M3S;https://www.onsemi.com/download/data-sheet/pdf/NVH4L030N120M3S-D.PDF;NVH4L030N120M3S;27.78;Silicon Carbide (SiC) MOSFET- EliteSiC, 30 mohm, 1200 V, M3S, TO247-4L;N-Channel;Single;1200;29;73;107;;Silicon Carbide;TO-247-4;;;;;;;106;;;;Automotive;175;TRUE;TRUE;TRUE;TRUE;Active
IRFM120A;https://www.onsemi.com/download/data-sheet/pdf/IRFM120A-D.PDF;IRFM120ATF;0.28;Power MOSFET, N-Channel, A-FET, 100 V, 2.3 A, 0.2 Ω, SOT-223;N-Channel;Single;100;200;2.3;16;20;Silicon;SOT-223-4 / TO-261-4;370;4;2.4;;;;55;8;4.4;590;Standard;;FALSE;FALSE;FALSE;TRUE;Active
NVHL065N65S3F;https://www.onsemi.com/download/data-sheet/pdf/NVHL065N65S3F-D.PDF;NVHL065N65S3F;3.92;SUPERFET III MOSFET, 650V, 65mohm;N-Channel;Single;650;65;46;98;30;Silicon;TO-247-3;4075;5;337;;;;95;11;;488;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
STMFSC017N15M5;https://www.onsemi.com/download/data-sheet/pdf/STMFSC017N15M5-D.PDF;STMFSC017N15M5;'-;MOSFET - PowerTrench®, N-Channel, Dual Cool®, Shielded Gate, 150 V, 40 A, 17 mΩ;N-Channel;Single;150;17;40;42;20;Silicon;DFN-8;2110;4;125;;;;205;8.1;;126;Standard;;FALSE;FALSE;TRUE;TRUE;Active
RFD14N05SM9A;https://www.onsemi.com/download/data-sheet/pdf/RFD14N05SM9A-D.PDF;RFD14N05SM9A;0.34;N-Channel Power MOSFET 50V, 14A, 100mΩ;N-Channel;Single;50;100;14;22;20;Silicon;DPAK-3 / TO-252-3;570;4;48;;;;185;50;;;Standard;;FALSE;FALSE;FALSE;TRUE;Active
NVHL110N65S3HF;https://www.onsemi.com/download/data-sheet/pdf/NVHL110N65S3HF-D.PDF;NVHL110N65S3HF;2.99;Single N-Channel Power MOSFET SUPERFET® III, FRFET®, 650 V , 30 A, 110 mΩ, TO-247 fast recovery;N-Channel;Single;650;110;30;58;30;Silicon;TO-247-3LD;2753;5;240;;;;52;;;128;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
MMBF170;https://www.onsemi.com/download/data-sheet/pdf/MMBF170-D.PDF;MMBF170;0.04;N-Channel Enhancement Mode Field Effect Transistor;N-Channel;Single;60;5000;0.5;0.65;20;Silicon;SOT-23-3;24;3;0.3;;5;;17;7;;;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NVH4L040N120M3S;https://www.onsemi.com/download/data-sheet/pdf/NVH4L040N120M3S-D.PDF;NVH4L040N120M3S;23.29;Silicon Carbide (SiC) MOSFET- EliteSiC, 40 mohm, 1200 V, M3S, TO247-4L;N-Channel;Single;1200;40;54;75;;Silicon Carbide;TO-247-4;;;;;;;80;;;;Automotive;175;TRUE;TRUE;TRUE;TRUE;Active
FQA70N10;https://www.onsemi.com/download/data-sheet/pdf/FQA70N10-D.pdf;FQA70N10;1.42;Power MOSFET, N-Channel, QFET<sup>®</sup>, 100 V, 70 A, 23 mΩ, TO-3P;N-Channel;Single;100;23;70;85;25;Silicon;TO-3P-3L;2500;4;214;;;;720;150;42;430;Standard;;FALSE;FALSE;FALSE;TRUE;Active
NVHL095N65S3HF;https://www.onsemi.com/download/data-sheet/pdf/NVHL095N65S3HF-D.PDF;NVHL095N65S3HF;3.30;SUPERFET III MOSFET, 650V, 95mΩ, 36A FRFET fast recovery;N-Channel;Single;650;95;36;66;30;Silicon;TO-247-3LD;3105;5;272;;;;65;;;363;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
FDD18N20LZ;https://www.onsemi.com/download/data-sheet/pdf/FDD18N20LZ-D.PDF;FDD18N20LZ;0.80;Power MOSFET, N-Channel, Logic Level, UniFET<sup>TM</sup>, 200 V, 16 A, 125 mΩ, DPAK;N-Channel;Single;200;125;16;30;20;Silicon;DPAK-3 / TO-252-3;1185;2.5;89;;150;;190;25;8.5;400;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NVH4L110N65S3F;https://www.onsemi.com/download/data-sheet/pdf/NVH4L110N65S3F-D.PDF;NVH4L110N65S3F;2.89;SUPERFET III MOSFET, 650V, 110mohm;N-Channel;Single;650;110;30;58;30;Silicon;TO-247-4;2560;5;240;;;;50;;;343;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
NVHL082N65S3HF;https://www.onsemi.com/download/data-sheet/pdf/NVHL082N65S3HF-D.PDF;NVHL082N65S3HF;3.76;Single N-Channel Power MOSFET SUPERFET® III, FRFET®, 650 V , 40 A, 82 mΩ, TO-247 fast recovery;N-Channel;Single;650;82;40;78;30;Silicon;TO-247-3LD;3627;5;313;;;;71;;;422;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
NVBG025N065SC1;https://www.onsemi.com/download/data-sheet/pdf/NVBG025N065SC1-D.PDF;NVBG025N065SC1;33.83;Silicon Carbide (SiC) MOSFET - EliteSiC, 19 mohm, 650 V, M2, D2PAK−7L;N-Channel;Single;650;19;106;164;;Silicon Carbide;D2PAK7 (TO-263-7L HV);;;;;;;278;;;;Automotive;175;TRUE;TRUE;TRUE;TRUE;Active
NVB190N65S3F;https://www.onsemi.com/download/data-sheet/pdf/NVB190N65S3F-D.PDF;NVB190N65S3F;1.65;Single N-Channel Power MOSFET SUPERFET<sup>®</sup> III, FRFET®, 650 V , 20 A, 190 mΩ, D2PAK;N-Channel;Single;650;190;20;34;30;Silicon;D2PAK-3 / TO-263-2;1605;5;162;;;;32;59;;220;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
NVH082N65S3F;https://www.onsemi.com/download/data-sheet/pdf/NVH082N65S3F-D.PDF;NVH082N65S3F;3.88;Single N-Channel Power MOSFET SUPERFET<sup>®</sup> III, FRFET®, 650 V , 40 A, 82 mΩ, TO-247;N-Channel;Single;650;82;40;81;30;Silicon;TO-247-3;3410;5;313;;;;70;;;410;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
FDPF39N20;https://www.onsemi.com/download/data-sheet/pdf/FDPF39N20TLDTU-D.pdf;FDPF39N20;0.93;Power MOSFET, N-Channel, UniFET<sup>TM</sup>, 200V, 39A, 66mΩ, TO-220F;N-Channel;Single;200;66;15;38;30;Silicon;TO-220-3 FullPak;1640;5;37;;;;400;57;16.5;1100;Standard;;FALSE;FALSE;FALSE;TRUE;Active
NTMYS1D3N04C;https://www.onsemi.com/download/data-sheet/pdf/NTMYS1D3N04C-D.PDF;NTMYS1D3N04CTWG;'-;Power MOSFET, Single N-Channel, 40 V, 1.15mΩ, 252 A;N-Channel;Single;40;1.15;252;74;20;Silicon;LFPAK-4;4855;3.5;3.9;;;;2565;71;16;105;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FQD18N20V2;https://www.onsemi.com/download/data-sheet/pdf/FQD18N20V2-D.pdf;FQD18N20V2TM;0.54;Power MOSFET, N-Channel, QFET<sup>®</sup>, 200 V, 15 A, 140 mΩ, DPAK;N-Channel;Single;200;140;15;20;30;Silicon;DPAK-3 / TO-252-3;830;5;83;;;;200;25;10;1000;Standard;;FALSE;FALSE;FALSE;TRUE;Active
FQB22P10;https://www.onsemi.com/download/data-sheet/pdf/FQB22P10-D.pdf;FQB22P10TM;0.86;P-Channel QFET<sup>®</sup> MOSFET -100V, -22A, 125mΩ;P-Channel;Single;-100;125;-22;40;30;Silicon;D2PAK-3 / TO-263-2;1170;-4;125;;;;460;160;21;600;Standard;;FALSE;FALSE;FALSE;TRUE;Active
HUF75652G3;https://www.onsemi.com/download/data-sheet/pdf/HUF75652G3-D.pdf;HUF75652G3;5.35;N-Channel UltraFET<sup>®</sup> Power MOSFET 100V, 75A, 8mΩ;N-Channel;Single;100;8;75;211;20;Silicon;TO-247-3;7585;4;515;;;;2345;630;74;490;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDP52N20;https://www.onsemi.com/download/data-sheet/pdf/FDP52N20-D.PDF;FDP52N20;1.06;Power MOSFET, N-Channel, UniFET<sup>TM</sup>, 200V, 52A, 49mΩ, TO-220;N-Channel;Single;200;49;52;49;30;Silicon;TO-220-3;2230;5;357;;;;540;66;24;1300;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDPF18N20FT;https://www.onsemi.com/download/data-sheet/pdf/FDPF18N20FT-D.pdf;FDPF18N20FT;0.69;Power MOSFET, N-Channel, UniFET<sup>TM</sup>, FRFET<sup>®</sup>, 200 V, 18 A, 140 mΩ, TO-220F;N-Channel;Single;200;140;18;20;30;Silicon;TO-220-3 FullPak;885;5;41;;;;200;24;9;240;Standard;;FALSE;FALSE;FALSE;TRUE;Active
FQP45N15V2;https://www.onsemi.com/download/data-sheet/pdf/FQPF45N15V2-D.pdf;FQP45N15V2;1.10;Power MOSFET, N-Channel, QFET<sup>®</sup>, 150 V, 45 A, 40 mΩ, TO-220;N-Channel;Single;150;40;45;72;25;Silicon;TO-220-3;2330;4;220;;;;510;135;31;1190;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FQB34P10;https://www.onsemi.com/download/data-sheet/pdf/FQB34P10-D.pdf;FQB34P10TM;1.41;P-Channel QFET<sup>®</sup> MOSFET -100V, -33.5A, 60mΩ;P-Channel;Single;-100;60;-33.5;85;30;Silicon;D2PAK-3 / TO-263-2;2240;-4;155;;;;730;170;45;880;Standard;;FALSE;FALSE;FALSE;TRUE;Active
NVHL075N065SC1;https://www.onsemi.com/download/data-sheet/pdf/NVHL075N065SC1-D.PDF;NVHL075N065SC1;13.87;Silicon Carbide (SiC) MOSFET, N‐Channel - EliteSiC, 57 mohm, 650 V, M2, TO247-3L;N-Channel;Single;650;57;38;61;;Silicon Carbide;TO-247-3LD;;;;;;;107;;;;Automotive;175;TRUE;TRUE;TRUE;TRUE;Active
BSS138;https://www.onsemi.com/download/data-sheet/pdf/BSS138-D.PDF;BSS138;0.04;N-Channel Logic Level Enhancement Mode Field Effect Transistor, 50V, 220mA;N-Channel;Single;50;3500;0.22;1;;Silicon;SOT-23-3;27;1.5;0.36;;6000;;13;6;0.4;;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDP61N20;https://www.onsemi.com/download/data-sheet/pdf/FDP61N20-D.pdf;FDP61N20;1.22;Power MOSFET, N-Channel, UniFET<sup>TM</sup>, 200V, 61A, 41mΩ, TO-220;N-Channel;Single;200;41;61;58;30;Silicon;TO-220-3;2615;5;417;;;;645;80;24;1500;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NVHL060N065SC1;https://www.onsemi.com/download/data-sheet/pdf/NVHL060N065SC1-D.PDF;NVHL060N065SC1;16.34;Silicon Carbide (SiC) MOSFET, N‐Channel - EliteSiC, 60mohm, 650 V, M2, TO247-3L;N-Channel;Single;650;44;47;74;;Silicon Carbide;TO-247-3LD;;;;;;;133;;;;Automotive;175;TRUE;TRUE;TRUE;TRUE;Active
FQD3P50;https://www.onsemi.com/download/data-sheet/pdf/FQD3P50TM-D.PDF;FQD3P50TM;0.56;Power MOSFET, P-Channel, QFET<sup>®</sup>, -500 V, -2.1 A, 4.9 Ω, DPAK;P-Channel;Single;-500;4900;-2.1;18;30;Silicon;DPAK-3 / TO-252-3;510;-5;50;;;;70;9.5;9.2;1500;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDB52N20;https://www.onsemi.com/download/data-sheet/pdf/FDB52N20-D.pdf;FDB52N20TM;1.13;Power MOSFET, N-Channel, UniFET<sup>TM</sup>, 250V, 52A, 69mΩ, D2PAK;N-Channel;Single;200;49;52;49;30;Silicon;D2PAK-3 / TO-263-2;2230;5;357;;;;540;66;24;1300;Standard;;FALSE;FALSE;FALSE;TRUE;Active
NVH4L075N065SC1;https://www.onsemi.com/download/data-sheet/pdf/NVH4L075N065SC1-D.PDF;NVH4L075N065SC1;14.53;Silicon Carbide (SiC) MOSFET, N‐Channel - EliteSiC, 57 mohm, 650 V, M2, TO247−4L;N-Channel;Single;650;57;38;61;;Silicon Carbide;TO-247-4;;;;;;;107;;;;Automotive;175;TRUE;TRUE;TRUE;TRUE;Active
NTHL070N120M3S;https://www.onsemi.com/download/data-sheet/pdf/NTHL070N120M3S-D.PDF;NTHL070N120M3S;6.33;Silicon Carbide (SiC) MOSFET – EliteSiC, 65 mohm, 1200 V, M3S, TO-247-3L;N-Channel;Single;1200;65;34;57;;Silicon Carbide;TO-247-3LD;;;;;;;57;;;;Standard;175;FALSE;FALSE;TRUE;TRUE;Active
FDD7N20TM;https://www.onsemi.com/download/data-sheet/pdf/FDD7N20TM-D.pdf;FDD7N20TM;0.29;Power MOSFET, N-Channel, UniFET<sup>TM</sup>, 200 V, 5 A, 690 mΩ, DPAK;N-Channel;Single;200;690;5;5;30;Silicon;DPAK-3 / TO-252-3;185;5;43;;;;45;5;2.4;400;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDB2614;https://www.onsemi.com/download/data-sheet/pdf/FDB2614-D.pdf;FDB2614;2.26;N-Channel PowerTrench<sup>®</sup> MOSFET 200V, 62A, 27mΩ;N-Channel;Single;200;27;62;76;30;Silicon;D2PAK-3 / TO-263-2;5435;5;260;;;;505;110;18;810;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDP2614;https://www.onsemi.com/download/data-sheet/pdf/FDP2614-D.pdf;FDP2614;2.32;N-Channel PowerTrench<sup>®</sup> MOSFET 200V, 62A, 27mΩ;N-Channel;Single;200;27;62;76;30;Silicon;TO-220-3;5435;5;260;;;;505;110;18;810;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NVHL160N120SC1;https://www.onsemi.com/download/data-sheet/pdf/NVHL160N120SC1-D.PDF;NVHL160N120SC1;10.60;Silicon Carbide (SiC) MOSFET, N‐Channel - EliteSiC, 160 mΩ, 1200 V, M1, TO247−3L;N-Channel;Single;1200;160;26;24;25;Silicon Carbide;TO-247-3LD;665;4.3;119;;;;40;5;;45;Automotive;175;TRUE;TRUE;TRUE;TRUE;Active
NTZD3154N;https://www.onsemi.com/download/data-sheet/pdf/NTZD3154N-D.PDF;NTZD3154NT2G;0.05;Dual N-Channel Small Signal MOSFET 20V, 540mA, 550mΩ;N-Channel;Dual;20;;0.5;1.5;6;Silicon;SOT-563;80;1;0.25;700;550;;13;10;0.35;;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDMS2734;https://www.onsemi.com/download/data-sheet/pdf/FDMS2734-D.pdf;FDMS2734;2.39;N-Channel UltraFET Trench<sup>®</sup> MOSFET 250V, 14A, 122mΩ;N-Channel;Single;250;122;14;30;20;Silicon;DFN-8;1775;4;78;;;21;80;25;9;214;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NTHL017N60S5H;https://www.onsemi.com/download/data-sheet/pdf/NTHL017N60S5H-D.PDF;NTHL017N60S5H;9.48;Power MOSFET, N-Channel, SUPERFET® V, FAST, 600 V, 75 A, 17.9 mΩ, TO-247;N-Channel;Single;600;17.9;75;265;30;Silicon;TO-247-3LD;14200;4.3;625;;;;191;;;11780;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NVH4L060N065SC1;https://www.onsemi.com/download/data-sheet/pdf/NVH4L060N065SC1-D.PDF;NVH4L060N065SC1;16.98;Silicon Carbide (SiC) MOSFET, N‐Channel - EliteSiC, 44mohm, 650V, M2, TO247−4L;N-Channel;Single;650;44;47;74;;Silicon Carbide;TO-247-4;;;;;;;133;;;;Automotive;175;TRUE;TRUE;TRUE;TRUE;Active
NVB150N65S3F;https://www.onsemi.com/download/data-sheet/pdf/NVB150N65S3F-D.PDF;NVB150N65S3F;1.78;Single N-Channel Power MOSFET SUPERFET<sup>®</sup> III, FRFET, 650 V , 24 A, 150 mΩ, D2PAK;N-Channel;Single;650;150;24;43;30;Silicon;D2PAK-3 / TO-263-2;1999;5;192;;;;;;;300;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
NTHL040N120M3S;https://www.onsemi.com/download/data-sheet/pdf/NTHL040N120M3S-D.PDF;NTHL040N120M3S;8.00;Silicon Carbide (SiC) MOSFET - EliteSiC, 40 mohm, 1200 V, M3S, TO-247-3L;N-Channel;Single;1200;40;54;75;;Silicon Carbide;TO-247-3LD;;;;;;;80;;;;Standard;175;FALSE;FALSE;TRUE;TRUE;Active
FQD12N20L;https://www.onsemi.com/download/data-sheet/pdf/FQD12N20L-D.pdf;FQD12N20LTM;0.31;Power MOSFET, N-Channel, Logic Level, QFET<sup>®</sup>, 200 V, 9.0 A, 280 mΩ, DPAK;N-Channel;Single;200;280;9;16;30;Silicon;DPAK-3 / TO-252-3;830;2;55;;320;;120;17;7.6;560;Standard;;FALSE;FALSE;FALSE;TRUE;Active
NVH4L095N065SC1;https://www.onsemi.com/download/data-sheet/pdf/NVH4L095N065SC1-D.PDF;NVH4L095N065SC1;12.44;Silicon Carbide (SiC) MOSFET, N‐Channel - EliteSiC, 70 mohm, 650V, M2, TO247−4L;N-Channel;Single;650;95;31;50;;Silicon Carbide;TO-247-4;;;;;;;89;;;;Automotive;175;TRUE;TRUE;TRUE;TRUE;Active
